media_id,media_type,character_name,actor_name,gender,order
646,movie,Dr. No,Joseph Wiseman,M,3
646,movie,Felix Leiter,Jack Lord,M,4
646,movie,Miss Taro,Zena Marshall,F,7
646,movie,Sylvia Trench,Eunice Gayson,F,9
792,movie,Chris,Charlie Sheen,M,1
792,movie,Sgt. Elias,Willem Dafoe,M,2
792,movie,Lerner,Johnny Depp,M,3
78,movie,Rick Deckard,Harrison Ford,M,1
78,movie,Roy Batty,Rutger Hauer,M,2
78,movie,Rachael,Sean Young,F,3
78,movie,Gaff,Edward James Olmos,M,4
78,movie,Pris,Daryl Hannah,F,6
78,movie,Zhora,Joanna Cassidy,F,10
1092,movie,Holly Martins,Joseph Cotten,M,1
1092,movie,Anna Schmidt,Alida Valli,F,2
1092,movie,Harry Lime,Orson Welles,M,3
1092,movie,Major Calloway,Trevor Howard,M,4
1092,movie,Anna's Landlady,Hedwig Bleibtreu,F,11
1092,movie,Actress at Josefstadt Theater (uncredited),Hannah Norbert,F,15
1541,movie,Louise Elizabeth Sawyer,Susan Sarandon,F,1
1541,movie,Thelma Yvonne Dickinson,Geena Davis,F,2
1541,movie,Investigator Hal Slocumb,Harvey Keitel,M,3
1541,movie,Jimmy Lennox,Michael Madsen,M,4
1541,movie,Darryl Dickinson,Christopher McDonald,M,5
1541,movie,"Lena, the Waitress",Lucinda Jenney,F,9
280,movie,Terminator,Arnold Schwarzenegger,M,1
280,movie,Sarah Connor,Linda Hamilton,F,2
280,movie,T-1000,Robert Patrick,M,3
280,movie,John Connor,Edward Furlong,M,4
280,movie,Janelle Voight,Jenette Goldstein,F,8
280,movie,Tarissa Dyson,S. Epatha Merkerson,F,10
966,movie,Chris Adams,Yul Brynner,M,1
966,movie,Calvera,Eli Wallach,M,2
966,movie,Vin,Steve McQueen,M,3
966,movie,Petra,Rosenda Monteros,F,11
794,movie,Robert Thorn,Gregory Peck,M,1
794,movie,Katherine Thorn,Lee Remick,F,2
794,movie,Keith Jennings,David Warner,M,3
794,movie,Mrs. Baylock,Billie Whitelaw,F,4
794,movie,Damien,Harvey Stephens,M,5
794,movie,Young Nanny,Holly Palance,F,11
828,movie,"Klaatu, alias Mr. Carpenter",Michael Rennie,M,1
828,movie,Helen Benson,Patricia Neal,F,2
828,movie,Bobby Benson,Billy Gray,M,3
828,movie,Tom Stevens,Hugh Marlowe,M,4
828,movie,"Mrs. Crockett, landlady",Edith Evanson,F,7
828,movie,"Mrs. Barley, boarder",Frances Bavier,F,10
609,movie,Steve Freeling,Craig T. Nelson,M,1
609,movie,Diane Freeling,JoBeth Williams,F,2
609,movie,Dr. Lesh,Beatrice Straight,F,3
609,movie,Dana Freeling,Dominique Dunne,F,4
609,movie,Robbie Freeling,Oliver Robins,M,5
609,movie,Ben Tuthill,Michael McManus,M,7
10785,movie,Nikki,Margaret Sheridan,F,1
10785,movie,Captain Patrick Hendry,Kenneth Tobey,M,2
10785,movie,Dr. Arthur Carrington,Robert Cornthwaite,M,3
10785,movie,Ned 'Scotty' Scott,Douglas Spencer,M,4
389,movie,Juror 8,Henry Fonda,M,1
389,movie,Juror 1,Martin Balsam,M,2
389,movie,Juror 2,John Fiedler,M,3
551,movie,Reverend Scott,Gene Hackman,M,1
551,movie,Mike Rogo,Ernest Borgnine,M,2
551,movie,James Martin,Red Buttons,M,3
551,movie,Nonnie Parry,Carol Lynley,F,4
551,movie,Linda Rogo,Stella Stevens,F,6
551,movie,Belle Rosen,Shelley Winters,F,7
197,movie,William Wallace,Mel Gibson,M,1
197,movie,Murron MacClannough,Catherine McCormack,F,2
197,movie,Princess Isabelle,Sophie Marceau,F,3
197,movie,King Edward,Patrick McGoohan,M,4
197,movie,Robert the Bruce,Angus Macfadyen,M,5
197,movie,Lady at Wedding (uncredited),Rana Morrison,F,54
10331,movie,Ben,Duane Jones,M,1
10331,movie,Barbra,Judith O'Dea,F,2
10331,movie,Harry Cooper,Karl Hardman,M,3
10331,movie,Helen Cooper,Marilyn Eastman,F,4
10331,movie,Tom,Keith Wayne,M,5
10331,movie,Judy,Judith Ridley,F,6
600,movie,Pvt. Joker,Matthew Modine,M,1
600,movie,Animal Mother,Adam Baldwin,M,2
600,movie,Pvt. Pyle,Vincent D'Onofrio,M,3
600,movie,News Camera Operator at Mass Grave (uncredited),Vivian Kubrick,F,59
22596,movie,The Boy / Harold Lloyd,Harold Lloyd,M,1
22596,movie,The Girl,Mildred Davis,F,2
22596,movie,The Pal,Bill Strother,M,3
22596,movie,The Law,Noah Young,M,4
22596,movie,Department Store Customer,Helen Gilmore,F,11
22596,movie,Salesgirl,Marie Mosquini,F,19
1637,movie,Jack Traven,Keanu Reeves,M,1
1637,movie,Howard Payne,Dennis Hopper,M,2
1637,movie,Annie Porter,Sandra Bullock,F,3
1637,movie,Capt. McMahon,Joe Morton,M,4
1637,movie,Helen,Beth Grant,F,9
1637,movie,Mrs. Kamino,Natsuko Ohama,F,13
10907,movie,Robin Hood,Errol Flynn,M,1
10907,movie,Maid Marian,Olivia de Havilland,F,2
10907,movie,Sir Guy of Gisbourne,Basil Rathbone,M,3
10907,movie,Prince John,Claude Rains,M,4
10907,movie,Bess,Una O'Connor,F,10
10907,movie,Guest at Banquet (uncredited),Carole Landis,F,22
770,movie,Scarlett O'Hara,Vivien Leigh,F,1
770,movie,Rhett Butler,Clark Gable,M,2
770,movie,Melanie Hamilton,Olivia de Havilland,F,3
770,movie,Ashley Wilkes,Leslie Howard,M,4
770,movie,Mammy,Hattie McDaniel,F,5
770,movie,Gerald O'Hara,Thomas Mitchell,M,6
1725,movie,Maria,Natalie Wood,F,1
1725,movie,Tony,Richard Beymer,M,2
1725,movie,Riff,Russ Tamblyn,M,3
1725,movie,Anita,Rita Moreno,F,4
1725,movie,Bernardo,George Chakiris,M,5
1725,movie,Anybodys,Susan Oakes,F,19
804,movie,Joe Bradley,Gregory Peck,M,1
804,movie,Princess Ann,Audrey Hepburn,F,2
804,movie,Irving Radovich,Eddie Albert,M,3
804,movie,Mr. Hennessy,Hartley Power,M,4
804,movie,Countess Vereberg,Margaret Rawlings,F,6
804,movie,Embassy Aide (uncredited),Andrea Esterhazy,F,17
8356,movie,Nickie Ferrante,Cary Grant,M,1
8356,movie,Terry McKay,Deborah Kerr,F,2
8356,movie,Kenneth Bradley,Richard Denning,M,3
8356,movie,Lois Clark,Neva Patterson,F,4
8356,movie,Grandmother Janou,Cathleen Nesbitt,F,5
8356,movie,Himself (TV Presenter/Interviewer),Robert Q. Lewis,M,6
10236,movie,Katie Morosky,Barbra Streisand,M,1
10236,movie,Hubbell Gardner,Robert Redford,M,2
10236,movie,J.J.,Bradford Dillman,M,3
10236,movie,Carol Ann,Lois Chiles,F,4
10236,movie,Paula Reisner,Viveca Lindfors,F,6
10236,movie,Rhea Edwards,Allyn Ann McLerie,F,7
907,movie,Dr. Yuri Zhivago,Omar Sharif,M,1
907,movie,Lara Antipova,Julie Christie,F,2
907,movie,Tonya Gromeko,Geraldine Chaplin,F,3
907,movie,Viktor Komarovsky,Rod Steiger,M,4
907,movie,Gen. Yevgraf Zhivago,Alec Guinness,M,5
907,movie,Anna,Siobhán McKenna,F,6
9062,movie,Jennifer Cavalleri,Ali MacGraw,F,1
9062,movie,Oliver Barrett IV,Ryan O'Neal,M,2
9062,movie,Phil Cavalleri,John Marley,M,3
9062,movie,Oliver Barrett III,Ray Milland,M,4
9062,movie,Oliver's mother,Katherine Balfour,F,9
9062,movie,Woman buying Christmas tree,Sudie Bond,F,10
901,movie,Tramp,Charlie Chaplin,M,1
901,movie,A Blind Girl,Virginia Cherrill,F,2
901,movie,The Blind Girl's Grandmother,Florence Lee,F,3
901,movie,An Eccentric Millionaire,Harry Myers,M,4
901,movie,The Eccentric Millionaire's Butler,Al Ernest Garcia,M,5
901,movie,Extra in Restaurant Scene (uncredited),Jean Harlow,F,17
703,movie,Alvy Singer,Woody Allen,M,1
703,movie,Annie Hall,Diane Keaton,F,2
703,movie,Rob,Tony Roberts,M,3
703,movie,Allison,Carol Kane,F,4
703,movie,Tony Lacey,Paul Simon,M,5
703,movie,Pam,Shelley Duvall,F,6
11113,movie,Eliza Doolittle,Audrey Hepburn,F,1
11113,movie,Professor Henry Higgins,Rex Harrison,M,2
11113,movie,Alfred P. Doolittle,Stanley Holloway,M,3
11113,movie,Colonel Hugh Pickering,Wilfrid Hyde-White,M,4
11113,movie,Mrs. Higgins,Gladys Cooper,F,5
11113,movie,Mrs. Pearce,Mona Washbourne,F,8
2039,movie,Loretta Castorini,Cher,F,1
2039,movie,Ronny Cammareri,Nicolas Cage,M,2
2039,movie,Cosmo Castorini,Vincent Gardenia,M,3
2039,movie,Rose Castorini,Olympia Dukakis,F,4
2039,movie,John Cammareri,Danny Aiello,M,5
2039,movie,Rita Cappomaggi,Julie Bovasso,F,6
251,movie,Sam Wheat,Patrick Swayze,M,1
251,movie,Molly Jensen,Demi Moore,F,2
251,movie,Oda Mae Brown,Whoopi Goldberg,F,3
251,movie,Carl Bruner,Tony Goldwyn,M,4
251,movie,Subway Ghost,Vincent Schiavelli,M,5
251,movie,Oda Mae's Sister,Gail Boggs,F,6
11426,movie,1st Sgt. Milton Warden,Burt Lancaster,M,1
11426,movie,Pvt. Robert E. Lee 'Prew' Prewitt,Montgomery Clift,M,2
11426,movie,Karen Holmes,Deborah Kerr,F,3
11426,movie,Alma 'Lorene' Burke,Donna Reed,F,4
11426,movie,Pvt. Angelo Maggio,Frank Sinatra,M,5
11426,movie,Mrs. Kipfer,Barbara Morrison,F,15
114,movie,Vivian Ward,Julia Roberts,F,1
114,movie,Edward Lewis,Richard Gere,M,2
114,movie,James Morse,Ralph Bellamy,M,3
114,movie,Philip Stuckey,Jason Alexander,M,4
114,movie,Kit De Luca,Laura San Giacomo,F,7
114,movie,Bridget,Elinor Donahue,F,9
11816,movie,Ethel Thayer,Katharine Hepburn,F,1
11816,movie,Norman Thayer Jr.,Henry Fonda,M,2
11816,movie,Chelsea Thayer Wayne,Jane Fonda,F,3
11816,movie,Billy Ray,Doug McKeon,M,4
11816,movie,Bill Ray,Dabney Coleman,M,5
